original_name,wikidata_id,aliases,relationships,brands,status,aliases_text,num_aliases,brands_text,num_brands,num_subsidiaries,num_parent_organizations,num_successors,num_predecessors,subsidiary_names,brand_names
BK,Q745664,"['Budapesti Közlekedési Zártkörűen Működő Részvénytársaság', 'Budapesti Közlekedési Vállalat', 'Budapesti Közlekedési Részvénytársaság', 'BKV']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': ['Q51103107', 'Q51101693', 'Q51103885'], 'replaced_by': ['Q608917']}","['Semmelweis Klinikák', 'Dózsa György út', 'Határ út', 'Ecseri út', 'Puskás Ferenc Stadion', 'Pillangó utca', 'Déli pályaudvar', 'Keleti pályaudvar', 'Újbuda-központ', 'Gyöngyösi utca', 'Fővám tér', 'Kelenföld vasútállomás', 'II. János Pál pápa tér', 'Rákóczi tér', 'Szent Gellért tér – Műegyetem', 'Bikás park', 'Hungaroring HÉV station', 'Q57576931', 'Nagyvárad tér', 'Blaha Lujza tér', 'Örs vezér tere', 'Nyugati pályaudvar', 'Ferenciek tere', 'Kőbánya-Kispest', 'Metro Line M3', 'Népliget', 'Astoria', 'Móricz Zsigmond körtér', 'Deák Ferenc tér', 'Bajcsy-Zsilinszky út', 'Vörösmarty tér', 'Oktogon', 'Opera', 'Budapest Metro Line 2', 'Budapest Metro Line 1', 'Újpest-központ', 'Mexikói út', 'Hősök tere', 'Széchenyi fürdő', 'Pöttyös utca', 'Kodály körönd', 'Vörösmarty utca', 'Bajza utca', 'Corvin-negyed', 'Lehel tér', 'Batthyány tér', 'Kálvin tér', 'Kossuth Lajos tér', 'Arany János utca', 'Széll Kálmán tér', 'Forgách utca', 'Újpest-városkapu', 'Göncz Árpád városközpont']",found,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság|Budapesti Közlekedési Vállalat|Budapesti Közlekedési Részvénytársaság|BKV,4,Semmelweis Klinikák|Dózsa György út|Határ út|Ecseri út|Puskás Ferenc Stadion|Pillangó utca|Déli pályaudvar|Keleti pályaudvar|Újbuda-központ|Gyöngyösi utca|Fővám tér|Kelenföld vasútállomás|II. János Pál pápa tér|Rákóczi tér|Szent Gellért tér – Műegyetem|Bikás park|Hungaroring HÉV station|Q57576931|Nagyvárad tér|Blaha Lujza tér|Örs vezér tere|Nyugati pályaudvar|Ferenciek tere|Kőbánya-Kispest|Metro Line M3|Népliget|Astoria|Móricz Zsigmond körtér|Deák Ferenc tér|Bajcsy-Zsilinszky út|Vörösmarty tér|Oktogon|Opera|Budapest Metro Line 2|Budapest Metro Line 1|Újpest-központ|Mexikói út|Hősök tere|Széchenyi fürdő|Pöttyös utca|Kodály körönd|Vörösmarty utca|Bajza utca|Corvin-negyed|Lehel tér|Batthyány tér|Kálvin tér|Kossuth Lajos tér|Arany János utca|Széll Kálmán tér|Forgách utca|Újpest-városkapu|Göncz Árpád városközpont,53,0,0,0,0,,Semmelweis Klinikák|Dózsa György út|Határ út|Ecseri út|Puskás Ferenc Stadion|Pillangó utca|Déli pályaudvar|Keleti pályaudvar|Újbuda-központ|Gyöngyösi utca|Fővám tér|Kelenföld vasútállomás|II. János Pál pápa tér|Rákóczi tér|Szent Gellért tér – Műegyetem|Bikás park|Hungaroring HÉV station|Q57576931|Nagyvárad tér|Blaha Lujza tér|Örs vezér tere|Nyugati pályaudvar|Ferenciek tere|Kőbánya-Kispest|Metro Line M3|Népliget|Astoria|Móricz Zsigmond körtér|Deák Ferenc tér|Bajcsy-Zsilinszky út|Vörösmarty tér|Oktogon|Opera|Budapest Metro Line 2|Budapest Metro Line 1|Újpest-központ|Mexikói út|Hősök tere|Széchenyi fürdő|Pöttyös utca|Kodály körönd|Vörösmarty utca|Bajza utca|Corvin-negyed|Lehel tér|Batthyány tér|Kálvin tér|Kossuth Lajos tér|Arany János utca|Széll Kálmán tér|Forgách utca|Újpest-városkapu|Göncz Árpád városközpont
Nuance,Q1137289,"['ScanSoft', 'ScanSoft Inc.', 'Nuance', 'Nuance Communications (United States)', 'Nuance Communications']","{'subsidiaries': ['Q29110542', 'Q29110543', 'Q29110544', 'Q29110545', 'Q30273520'], 'parent_organizations': ['Q2283'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,ScanSoft|ScanSoft Inc.|Nuance|Nuance Communications (United States)|Nuance Communications,5,,0,5,1,0,0,Nuance Communications (Belgium)|Nuance Communications (Canada)|Nuance Communications (Austria)|Nuance (Italy)|Nuance Communications (United Kingdom),
Moschino,Q659863,"['Moschino, Italian', 'Moschino']","{'subsidiaries': [], 'parent_organizations': ['Q2825514'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"Moschino, Italian|Moschino",2,,0,0,1,0,0,,
Diamond Multimedia,Q259062,['Diamond Multimedia'],"{'subsidiaries': [], 'parent_organizations': ['Q1122140'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Diamond Multimedia,1,,0,0,1,0,0,,
Aerocool,Q16687394,[],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,,0,,0,0,0,0,0,,
Optoma,Q10942589,['Optoma Corporation'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Optoma Corporation,1,,0,0,0,0,0,,
Compex,Q4036468,[],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,,0,,0,0,0,0,0,,
Dometic,Q5290243,['Dometic Group'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Dometic Group,1,,0,0,0,0,0,,
Kia,Q35349,"['KN', 'Kia Motors', 'Kia Motors Corporation (Seoul)', 'Kyungsung Precision Industry', 'Kia motors', 'Kia Corp', 'Kia Corporation', 'Kia']","{'subsidiaries': [], 'parent_organizations': ['Q59243'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}","['Hyundai Mobis', 'Hyundai Steel', 'Hyundai AutoEver', 'Hyundai WIA', 'Hyundai Engineering and Construction', 'Rimac Group']",found,KN|Kia Motors|Kia Motors Corporation (Seoul)|Kyungsung Precision Industry|Kia motors|Kia Corp|Kia Corporation|Kia,8,Hyundai Mobis|Hyundai Steel|Hyundai AutoEver|Hyundai WIA|Hyundai Engineering and Construction|Rimac Group,6,0,1,0,0,,Hyundai Mobis|Hyundai Steel|Hyundai AutoEver|Hyundai WIA|Hyundai Engineering and Construction|Rimac Group
Micro Focus,Q1931458,"['MF', 'MERANT', 'Micro Focus International plc', 'Novell', 'Micro Focus', 'Micro Focus International']","{'subsidiaries': ['Q757850', 'Q223407', 'Q17082960', 'Q210075', 'Q55453804', 'Q121621956'], 'parent_organizations': ['Q2025791'], 'successors': [], 'predecessors': ['Q6998273'], 'replaces': [], 'replaced_by': []}",[],found,MF|MERANT|Micro Focus International plc|Novell|Micro Focus|Micro Focus International,6,,0,6,1,0,1,Attachmate|Novell|NetIQ|Borland|Micro Focus (United States)|Micro Focus CZechia,
Lian Li,Q619231,"['Lian Li', 'lian li', 'lian-li.com Lian Li Industrial Co., Ltd. is a Taiwanese computer case and accessories manufacturer.', 'Lian Li Industrial']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"Lian Li|lian li|lian-li.com Lian Li Industrial Co., Ltd. is a Taiwanese computer case and accessories manufacturer.|Lian Li Industrial",4,,0,0,0,0,0,,
Zalman,Q145156,"['Zalman Tech Co.', 'Zalman']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Zalman Tech Co.|Zalman,2,,0,0,0,0,0,,
Rubbermaid,Q7375850,['Rubbermaid'],"{'subsidiaries': [], 'parent_organizations': ['Q667599'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Rubbermaid,1,,0,0,1,0,0,,
Novatel,Q136341144,"['Novatel Ukraine LLC.', 'Novatel Ukraine']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Novatel Ukraine LLC.|Novatel Ukraine,2,,0,0,0,0,0,,
BlackBerry,Q502121,"['Research In Motion', 'BlackBerry Limited', 'BlackBerry Ltd', 'Research In Motion Limited', 'Rim', 'The Astonishing Tribe', 'RIM', 'BlackBerry']","{'subsidiaries': ['Q26308599', 'Q28974280', 'Q30273397'], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",['BlackBerry'],found,Research In Motion|BlackBerry Limited|BlackBerry Ltd|Research In Motion Limited|Rim|The Astonishing Tribe|RIM|BlackBerry,8,BlackBerry,1,3,0,0,0,Cylance Inc.|BlackBerry (United Kingdom)|BlackBerry (United States),BlackBerry
Cyberlink,Q707730,"['cyberlink.com', 'CyberLink']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,cyberlink.com|CyberLink,2,,0,0,0,0,0,,
UMAX,Q708873,['UMAX Technologies'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,UMAX Technologies,1,,0,0,0,0,0,,
Yamaha,Q188454,"['Yamaha Corporation', 'ヤマハ株式会社', 'Yamaha']","{'subsidiaries': ['Q158888', 'Q30338282', 'Q99607341', 'Q4022423'], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': ['Q125525010'], 'replaced_by': []}","['Yamaha Motor Company', 'Bösendorfer', 'Steinberg', 'Júbilo Iwata', 'Line 6', 'MBK', 'Everett Piano Company', 'Yamaha Music Manufacturing Indonesia', 'J.C. Deagan, Inc.', 'Yamaha Motor Taiwan']",found,Yamaha Corporation|ヤマハ株式会社|Yamaha,3,"Yamaha Motor Company|Bösendorfer|Steinberg|Júbilo Iwata|Line 6|MBK|Everett Piano Company|Yamaha Music Manufacturing Indonesia|J.C. Deagan, Inc.|Yamaha Motor Taiwan",10,4,0,0,0,"Yamaha Motor Company|Yamaha (United States)|Yamaha Music Communications Co., Ltd.|Yamaha Drums","Yamaha Motor Company|Bösendorfer|Steinberg|Júbilo Iwata|Line 6|MBK|Everett Piano Company|Yamaha Music Manufacturing Indonesia|J.C. Deagan, Inc.|Yamaha Motor Taiwan"
Tenza,Q30258808,"['TENZA, a.s.', 'TENZA']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"TENZA, a.s.|TENZA",2,,0,0,0,0,0,,
Teradyne,Q2404292,['Teradyne'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Teradyne,1,,0,0,0,0,0,,
SC Johnson,Q683170,"['S. C. Johnson', 'S. C. Johnson Wax and Johnson Wax', 'SC Johnson', 'S.C. Johnson', 'S. C. Johnson & Son']","{'subsidiaries': ['Q11242719'], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': ['Q5304634'], 'replaced_by': []}","['Windex', 'Raid', 'Johnson Wax Headquarters', 'Kiwi', 'Glade', 'Mr Muscle', 'Pledge', 'Scrubbing Bubbles', '.afamilycompany']",found,S. C. Johnson|S. C. Johnson Wax and Johnson Wax|SC Johnson|S.C. Johnson|S. C. Johnson & Son,5,Windex|Raid|Johnson Wax Headquarters|Kiwi|Glade|Mr Muscle|Pledge|Scrubbing Bubbles|.afamilycompany,9,1,0,0,0,Q11242719,Windex|Raid|Johnson Wax Headquarters|Kiwi|Glade|Mr Muscle|Pledge|Scrubbing Bubbles|.afamilycompany
Websense,Q1934027,"['Websense', 'Raytheon|Websense', 'Forcepoint']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Websense|Raytheon|Websense|Forcepoint,3,,0,0,0,0,0,,
AGFEO,Q393141,['Agfeo'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Agfeo,1,,0,0,0,0,0,,
Multitech,Q481778,"['Acer Group', 'Multitech', 'Acer Inc.', 'Multitech Electronics Inc.', 'Acer']","{'subsidiaries': ['Q4736965', 'Q1129996', 'Q441821', 'Q2167391', 'Q707442', 'Q930816', 'Q50362991'], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Acer Group|Multitech|Acer Inc.|Multitech Electronics Inc.|Acer,5,,0,7,0,0,0,Altos Computer Systems|Packard Bell|Wistron|Gateway|E-TEN|eMachines|Acer (United States),
Arctic Silver,Q4787548,"['Artic Silver', 'Arctic Silver Inc.', 'Arctic Silver']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Artic Silver|Arctic Silver Inc.|Arctic Silver,3,,0,0,0,0,0,,
Benraad,Q125525278,[],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,,0,,0,0,0,0,0,,
Insys,Q5972449,['INSYS'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,INSYS,1,,0,0,0,0,0,,
Zetes,Q134894454,"['Zetes, a.s.', 'Zetes']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"Zetes, a.s.|Zetes",2,,0,0,0,0,0,,
Eset,Q817209,"['ESET, spol. s r.o.', 'ESET']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"ESET, spol. s r.o.|ESET",2,,0,0,0,0,0,,
Boston Acoustics,Q4947720,['Boston Acoustics'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Boston Acoustics,1,,0,0,0,0,0,,
Exabyte,Q5419209,['Exabyte'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Exabyte,1,,0,0,0,0,0,,
Freecom,Q3087311,['Freecom'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Freecom,1,,0,0,0,0,0,,
Evotec,Q1382629,"['Evotec SE', 'Evotec']","{'subsidiaries': ['Q29002332'], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Evotec SE|Evotec,2,,0,1,0,0,0,Evotec (United States),
Euroscreen,Q30256172,['Euroscreen (Belgium)'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Euroscreen (Belgium),1,,0,0,0,0,0,,
Frigidaire,Q3087840,"['Frigidaire Appliance Company', 'Guardian Frigerator Company', 'Frigidaire']","{'subsidiaries': [], 'parent_organizations': ['Q505922'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Frigidaire Appliance Company|Guardian Frigerator Company|Frigidaire,3,,0,0,1,0,0,,
Jeep,Q30113,['Jeep'],"{'subsidiaries': [], 'parent_organizations': ['Q181114'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Jeep,1,,0,0,1,0,0,,
GP Batteries,Q50040654,['GP Batteries (China)'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,GP Batteries (China),1,,0,0,0,0,0,,
MCA,Q304509,"['MCA', 'MCA Inc.']","{'subsidiaries': ['Q61225925', 'Q61466242', 'Q2338889'], 'parent_organizations': ['Q1969696'], 'successors': ['Q168383', 'Q1127887', 'Q38903', 'Q724759', 'Q1113804', 'Q179200'], 'predecessors': [], 'replaces': ['Q61205003'], 'replaced_by': []}","['Kapp Records, Inc.']",found,MCA|MCA Inc.,2,"Kapp Records, Inc.",1,3,1,6,0,"Revue Studios|Universal City Records, Inc.|MCA Records","Kapp Records, Inc."
SDI Technologies,Q48739387,['SDI Technologies'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,SDI Technologies,1,,0,0,0,0,0,,
Moduslink,Q6889843,"['CMG Information Services', 'ModusLink Global Solutions', 'Steel Connect']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,CMG Information Services|ModusLink Global Solutions|Steel Connect,3,,0,0,0,0,0,,
Proxim,Q2005282,"['Belgacom', 'Belgacom Mobile', 'Proximus']","{'subsidiaries': ['Q2345207'], 'parent_organizations': ['Q566857'], 'successors': [], 'predecessors': [], 'replaces': ['Q100274018'], 'replaced_by': []}",[],found,Belgacom|Belgacom Mobile|Proximus,3,,0,1,1,0,0,Scarlet Belgium,
GSmart,Q4039432,['Gigabyte Communications'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Gigabyte Communications,1,,0,0,0,0,0,,
Optek,Q1149165,"['Samyang', 'Rokinon', 'Bower', 'Opteka', 'Vivitar', 'Samyang Optics']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Samyang|Rokinon|Bower|Opteka|Vivitar|Samyang Optics,6,,0,0,0,0,0,,
iStuff,Q72703882,['iSTUFF'],"{'subsidiaries': [], 'parent_organizations': ['Q2695744'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,iSTUFF,1,,0,0,1,0,0,,
Polycom,Q963809,['Polycom'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Polycom,1,,0,0,0,0,0,,
Tarox,Q24039082,[],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,,0,,0,0,0,0,0,,
Roltech,Q130556933,"['Roltechnik a.s.', 'Roltechnik']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Roltechnik a.s.|Roltechnik,2,,0,0,0,0,0,,
Bindomatic,Q16917049,['Bindomatic'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Bindomatic,1,,0,0,0,0,0,,
MiTAC,Q846546,"['Tyan', 'MiTAC']","{'subsidiaries': ['Q674105'], 'parent_organizations': ['Q22018035'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",['Mio'],found,Tyan|MiTAC,2,Mio,1,1,1,0,0,Magellan Navigation,Mio
Expert,Q680990,"['Expert International GmbH', 'Expert']","{'subsidiaries': ['Q96483813'], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",['Marco Polo Expert'],found,Expert International GmbH|Expert,2,Marco Polo Expert,1,1,0,0,0,Expert Austria,Marco Polo Expert
Enterasys,Q3055048,['Enterasys Networks'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Enterasys Networks,1,,0,0,0,0,0,,
TATE & LYLE,Q2395492,"['Tate & Lyle plc', 'Tate and Lyle', 'Tate & Lyle']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Tate & Lyle plc|Tate and Lyle|Tate & Lyle,3,,0,0,0,0,0,,
Cradlepoint,Q105063174,['Cradlepoint'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Cradlepoint,1,,0,0,0,0,0,,
OKI,Q233015,"['OKF', 'OKFN', 'OKI', 'okfn.org', 'Open Knowledge International', 'Open Knowledge (United Kingdom)', 'OPEN KNOWLEDGE FOUNDATION LIMITED', 'OPEN KNOWLEDGE FOUNDATION', 'Open Knowledge Foundation']","{'subsidiaries': ['Q50414258', 'Q20737031', 'Q38838745', 'Q105080627'], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",['The Public Domain Review'],found,OKF|OKFN|OKI|okfn.org|Open Knowledge International|Open Knowledge (United Kingdom)|OPEN KNOWLEDGE FOUNDATION LIMITED|OPEN KNOWLEDGE FOUNDATION|Open Knowledge Foundation,9,The Public Domain Review,1,4,0,0,0,Open Knowledge Belgium|Open Knowledge Finland|Open Knowledge Österreich|Open Knowledge Sweden,The Public Domain Review
M+R,Q116200472,['M+RC NOIR'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,M+RC NOIR,1,,0,0,0,0,0,,
Cuisinart,Q4845476,['Cuisinart'],"{'subsidiaries': [], 'parent_organizations': ['Q5158063'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Cuisinart,1,,0,0,1,0,0,,
Alienware,Q937801,"['Dell Alienware', 'Saikai of Miami, Inc.', 'ALIENWARE', 'Alienware']","{'subsidiaries': [], 'parent_organizations': ['Q30873'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"Dell Alienware|Saikai of Miami, Inc.|ALIENWARE|Alienware",4,,0,0,1,0,0,,
Bialetti,Q3639365,['Bialetti'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Bialetti,1,,0,0,0,0,0,,
Arista,Q2861324,"['Arastra', 'Arista Networks']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Arastra|Arista Networks,2,,0,0,0,0,0,,
